Chromosome,-log10(P-value),Log2 Fold Change,Gene,Ensembl ID
chr4,3.682,3.455,SLC30A9,ENSG00000014824.14_4
chr12,7.675,3.455,SBNO1,ENSG00000139697.14_3
chr7,7.458,3.454,DNAJB6,ENSG00000105993.15_6
chr7,5.9,3.454,UBE3C,ENSG00000009335.18_4
chr6,4.498,3.453,TFAP2A,ENSG00000137203.13_5
chr1,10.298,3.453,LBR,ENSG00000143815.15_6
chr16,5.691,3.452,MAP1LC3B,ENSG00000140941.14_4
chr1,4.444,3.452,NFIA,ENSG00000162599.17_6
chr11,5.017,3.452,ATL3,ENSG00000184743.13_5
chr8,10.478,3.452,PRKDC,ENSG00000253729.8_4
chr1,20.639,3.451,RAB4A,ENSG00000168118.12_4
chr10,5.386,3.451,CCNY,ENSG00000108100.18_3
chr16,4.985,3.45,HSDL1,ENSG00000103160.12_5
chr15,13.49,3.45,HACD3,ENSG00000074696.13_4
chr18,3.199,3.45,ATP5F1A,ENSG00000152234.16_7
chr11,9.215,3.45,RBM14,ENSG00000239306.4_3
chr7,400.0,3.449,ZC3HAV1,ENSG00000105939.13_5
chr6,12.961,3.449,LIN28B,ENSG00000187772.8_5
chr2,16.688,3.448,NCKAP1,ENSG00000061676.15_5
chr8,27.326,3.448,ZNF703,ENSG00000183779.7_3
chr13,12.253,3.448,DIS3,ENSG00000083520.15_4
chr12,9.223,3.447,CCND2,ENSG00000118971.8_5
chr1,3.682,3.446,GALNT2,ENSG00000143641.10_3
chr8,3.774,3.446,EXTL3,ENSG00000012232.9_3
chr12,4.168,3.446,TM7SF3,ENSG00000064115.11_7
chr1,3.346,3.446,MACF1,ENSG00000127603.28_9
chr13,3.346,3.446,SAP18,ENSG00000150459.12_5
chr4,3.346,3.446,ADGRA3,ENSG00000152990.14_5
chr1,5.551,3.443,CNIH4,ENSG00000143771.12_4
chr19,11.977,3.442,URI1,ENSG00000105176.18_6
chr16,5.889,3.442,TENT4B,ENSG00000121274.13_4
chr18,4.661,3.441,SLC39A6,ENSG00000141424.13_6
chr18,6.266,3.44,TIMM21,ENSG00000075336.12_4
chr5,11.341,3.44,GRK6,ENSG00000198055.11_5
chr2,7.675,3.44,PKP4,ENSG00000144283.21_5
chr2,44.036,3.44,NEUROD1,ENSG00000162992.3_4
chr19,5.185,3.44,TIMM50,ENSG00000105197.11_5
chr6,3.346,3.438,RNGTT,ENSG00000111880.16_4
chr13,11.41,3.437,IRS2,ENSG00000185950.9_4
chr6,9.641,3.437,TXNDC5,ENSG00000239264.9_5
chr1,3.682,3.437,SFT2D2,ENSG00000213064.10_3
chr15,4.498,3.437,ADPGK,ENSG00000159322.17_3
chr15,3.557,3.437,DIS3L,ENSG00000166938.13_4
chr16,14.509,3.436,ATP6V0C,ENSG00000185883.12_4
chr19,7.33,3.436,FTL,ENSG00000087086.15_4
chr5,50.748,3.436,HNRNPA0,ENSG00000177733.7_4
chr1,6.697,3.436,UBE4B,ENSG00000130939.20_6
chr6,14.147,3.435,H2AC11,ENSG00000196787.3_3
chr17,3.805,3.434,PRKCA,ENSG00000154229.12_4
chr1,11.523,3.434,RPL22,ENSG00000116251.11_6
chr16,15.179,3.434,SRRM2,ENSG00000167978.17_5
chr17,12.208,3.432,GRN,ENSG00000030582.18_4
chr9,10.976,3.431,MAPKAP1,ENSG00000119487.17_7
chr7,400.0,3.43,ZC3HAV1,ENSG00000105939.13_5
chr10,3.083,3.43,ITGB1,ENSG00000150093.19_6
chr11,3.083,3.43,KMT2A,ENSG00000118058.22_7
chr7,6.697,3.43,DPY19L1,ENSG00000173852.14_5
chr6,23.601,3.43,RPL39P3,ENSG00000235174.1_4
chr16,6.625,3.429,ATP6V0C|AC093525.2,ENSG00000260272.1_6||ENSG00000185883.12_4
chr6,8.975,3.429,PTP4A1,ENSG00000112245.12_5
chr12,5.64,3.427,ZNF664,ENSG00000179195.16_4
chr8,4.168,3.427,TNKS,ENSG00000173273.16_3
chr1,4.168,3.427,ALG14,ENSG00000172339.10_4
chr8,23.447,3.427,CNOT7,ENSG00000198791.12_4
chr8,3.744,3.427,RB1CC1,ENSG00000023287.13_7
chr8,10.429,3.427,JPH1,ENSG00000104369.5_4
chr1,4.168,3.427,USP24,ENSG00000162402.14_4
chr2,9.202,3.427,EEF1B2,ENSG00000114942.14_3
chr2,7.193,3.426,SLC20A1,ENSG00000144136.11_7
chr18,30.489,3.426,RPL17,ENSG00000265681.7_7
chr10,15.546,3.425,WAC,ENSG00000095787.23_7
chr12,5.229,3.425,C12orf49,ENSG00000111412.6_5
chr3,3.872,3.425,OPA1,ENSG00000198836.10_5
chr6,3.872,3.425,DUSP22,ENSG00000112679.14_4
chr9,6.16,3.424,CKS2,ENSG00000123975.5_3
chr16,4.444,3.424,GDE1,ENSG00000006007.12_4
chr2,12.188,3.424,TSN,ENSG00000211460.12_5
chr5,4.655,3.424,FBXW11,ENSG00000072803.17_4
chr14,5.718,3.424,SLC39A9,ENSG00000029364.12_3
chr2,19.968,3.424,ODC1,ENSG00000115758.13_8
chr13,9.883,3.424,IRS2,ENSG00000185950.9_4
chr10,4.971,3.422,VDAC2,ENSG00000165637.13_4
chr8,8.163,3.422,TNFRSF10B,ENSG00000120889.13_4
chrX,9.938,3.421,LAMP2,ENSG00000005893.16_4
chrX,4.664,3.421,SNORA69,ENSG00000206622.1
chr1,10.764,3.42,B3GALT6,ENSG00000176022.7_7
chr6,11.499,3.419,H2AC11,ENSG00000196787.3_3
chr12,12.446,3.419,SBNO1,ENSG00000139697.14_3
chr7,4.225,3.419,LMTK2,ENSG00000164715.6_3
chr5,5.017,3.419,DROSHA,ENSG00000113360.16_5
chr17,15.235,3.419,WDR45B,ENSG00000141580.16_5
chr6,3.958,3.419,COX7A2,ENSG00000112695.11_6
chr7,4.179,3.419,GRB10,ENSG00000106070.19_6
chr1,15.51,3.419,ICMT,ENSG00000116237.16_4
chrM,400.0,3.418,MT-CO1,ENSG00000198804.2_1
chrX,18.029,3.418,DDX3X,ENSG00000215301.10_8
chr14,3.199,3.417,APEX1,ENSG00000100823.12_4
chr13,3.346,3.416,ITM2B,ENSG00000136156.15_6
chr3,3.083,3.416,WWP1P1,ENSG00000244153.1_4
chr8,3.083,3.416,TRIB1,ENSG00000173334.4_3
chr8,3.083,3.416,EXTL3,ENSG00000012232.9_3
chr17,4.812,3.415,USP22,ENSG00000124422.12_6
chr7,21.151,3.415,ACTB,ENSG00000075624.16_7
chr1,11.012,3.415,GALNT2,ENSG00000143641.10_3
chr1,20.616,3.415,TOMM20,ENSG00000173726.11_4
chr19,5.569,3.414,MIDN,ENSG00000167470.12_4
chr8,8.43,3.413,CYC1,ENSG00000179091.5_3
chr13,6.266,3.413,DIS3,ENSG00000083520.15_4
chr6,25.422,3.412,TCP1,ENSG00000120438.12_5
chr17,3.44,3.411,GLOD4,ENSG00000167699.13_4
chr2,4.655,3.411,MDH1,ENSG00000014641.20_6
chr6,4.411,3.411,HDAC2,ENSG00000196591.12_5
chr19,7.199,3.411,ZBTB7A,ENSG00000178951.9_5
chr7,3.44,3.411,URGCP-MRPS24|MRPS24,ENSG00000062582.14_5||ENSG00000270617.1_5
chr2,3.44,3.411,KCMF1,ENSG00000176407.18_4
chr1,5.142,3.411,PIGK,ENSG00000142892.15_6
chrM,400.0,3.41,MT-CO1,ENSG00000198804.2_1
chr17,7.065,3.409,SYNGR2,ENSG00000108639.7_5
chr16,8.709,3.409,CNOT1,ENSG00000125107.18_5
chr11,15.864,3.408,STT3A,ENSG00000134910.14_6
chr19,6.978,3.408,NCLN,ENSG00000125912.11_4
chr12,6.942,3.407,PTPN11,ENSG00000179295.17_3
chr11,12.291,3.407,NDUFC2|NDUFC2-KCTD14,ENSG00000151366.13_6||ENSG00000259112.2_4
chr3,9.272,3.407,DLG1,ENSG00000075711.21_7
chr9,4.168,3.406,SIGMAR1,ENSG00000147955.17_4
chr1,8.407,3.406,ANKRD13C,ENSG00000118454.13_4
chr7,400.0,3.406,ZC3HAV1,ENSG00000105939.13_5
chr5,19.968,3.406,HNRNPA0,ENSG00000177733.7_4
chr6,6.102,3.405,,
chr16,21.288,3.405,CNOT1,ENSG00000125107.18_5
chr14,10.594,3.405,MARK3,ENSG00000075413.18_6
chr20,7.226,3.403,YWHAB,ENSG00000166913.13_4
chr3,3.311,3.402,DVL3,ENSG00000161202.20_5
chr21,8.663,3.402,USP16,ENSG00000156256.15_5
chr7,7.43,3.402,UBE3C,ENSG00000009335.18_4
chr19,3.774,3.402,DNAJB1,ENSG00000132002.8_6
chr8,11.149,3.402,AGO2,ENSG00000123908.12_5
chr6,4.898,3.401,PERP,ENSG00000112378.12_4
chr14,4.898,3.401,TMX1,ENSG00000139921.13_3
chr1,7.186,3.401,RPL5P5,ENSG00000213051.3_4
chr11,4.898,3.401,STT3A,ENSG00000134910.14_6
chr17,6.266,3.4,MSI2,ENSG00000153944.11_7
chr19,4.428,3.4,ZNF507,ENSG00000168813.17_4
chr11,3.872,3.4,QSER1,ENSG00000060749.15_4
chr11,4.398,3.4,STT3A,ENSG00000134910.14_6
chr7,3.872,3.4,LMBR1,ENSG00000105983.22_6
chr1,6.942,3.4,ANKRD13C,ENSG00000118454.13_4
chr13,3.107,3.4,TFDP1,ENSG00000198176.13_5
chr8,3.199,3.4,SARAF,ENSG00000133872.14_9
chr7,3.01,3.4,CDK6,ENSG00000105810.9_3
chr6,22.842,3.399,SNHG5,ENSG00000203875.13_7
chr10,3.302,3.398,MTPAP,ENSG00000107951.14_2
chr9,10.413,3.398,MAPKAP1,ENSG00000119487.17_7
chr14,8.666,3.396,PSEN1,ENSG00000080815.19_6
chr7,15.156,3.396,YWHAG,ENSG00000170027.7_5
chr16,9.519,3.396,ARL6IP1,ENSG00000170540.15_5
chr17,4.411,3.395,HS3ST3B1,ENSG00000125430.9_4
chr19,3.572,3.395,PTPRS,ENSG00000105426.16_5
chr8,4.741,3.395,TMEM70,ENSG00000175606.11_4
chr19,9.395,3.395,HNRNPUL1,ENSG00000105323.17_5
chr2,5.106,3.395,SEPTIN2,ENSG00000168385.18_6
chr12,4.269,3.395,MRPL42,ENSG00000198015.13_5
chr22,18.384,3.394,SPECC1L,ENSG00000100014.20_6
chr5,5.229,3.393,PDCD6,ENSG00000249915.8_4
chr1,9.756,3.393,SKI,ENSG00000157933.10_3
chr8,7.43,3.393,WWP1,ENSG00000123124.14_3
chr20,5.142,3.392,RPL37P1,ENSG00000227401.1_2
chr3,11.141,3.392,DLG1,ENSG00000075711.21_7
chr1,400.0,3.391,YBX1,ENSG00000065978.19_4
chr10,8.666,3.391,NUDT5,ENSG00000165609.13_5
chr7,3.682,3.39,CUX1,ENSG00000257923.11_6
chr14,4.415,3.39,NPC2,ENSG00000119655.10_5
chr19,14.915,3.39,HNRNPUL1,ENSG00000105323.17_5
chr6,6.531,3.39,NFYA,ENSG00000001167.14_3
chr8,22.122,3.389,ZNF703,ENSG00000183779.7_3
chr5,6.942,3.388,DCP2,ENSG00000172795.16_3
chr10,8.709,3.387,KIF5B,ENSG00000170759.11_4
chr7,400.0,3.387,ZC3HAV1,ENSG00000105939.13_5
chr5,13.603,3.387,RNF130,ENSG00000113269.14_6
chr2,3.47,3.387,UXS1,ENSG00000115652.14_3
chr16,5.073,3.386,SNORA46,ENSG00000207493.1
chr9,5.379,3.386,RC3H2,ENSG00000056586.16_6
chr22,3.346,3.385,UBE2L3,ENSG00000185651.14_2
chr14,3.346,3.385,PSEN1,ENSG00000080815.19_6
chr12,13.418,3.385,DYNLL1,ENSG00000088986.11_5
chrX,7.968,3.385,FMR1,ENSG00000102081.14_8
chr14,3.558,3.385,PNMA1,ENSG00000176903.5_3
chr5,25.584,3.385,HNRNPA0,ENSG00000177733.7_4
chr22,4.398,3.385,UBE2L3,ENSG00000185651.14_2
chr11,3.558,3.385,CTR9,ENSG00000198730.9_5
chr9,4.168,3.385,MFSD14B,ENSG00000148110.16_4
chr2,4.898,3.384,KIDINS220,ENSG00000134313.15_7
chr4,3.506,3.384,TMEM184C,ENSG00000164168.8_3
chr7,3.787,3.384,KDELR2,ENSG00000136240.10_5
chr8,3.199,3.383,ARMC1,ENSG00000104442.10_7
chr12,7.951,3.383,PTPN11,ENSG00000179295.17_3
chr10,17.885,3.383,ZNF503,ENSG00000165655.17_5
chr19,5.142,3.381,ZNF507,ENSG00000168813.17_4
chr2,7.312,3.381,AGAP1,ENSG00000157985.19_5
chr11,7.968,3.38,STT3A,ENSG00000134910.14_6
chr5,7.968,3.38,DROSHA,ENSG00000113360.16_5
chr17,9.156,3.38,P4HB,ENSG00000185624.15_4
chr19,11.32,3.379,URI1,ENSG00000105176.18_6
chr18,8.215,3.379,DSG2,ENSG00000046604.13_3
chr19,5.93,3.379,GATAD2A,ENSG00000167491.17_5
chr13,5.93,3.379,PROSER1,ENSG00000120685.20_6
chr15,4.655,3.379,ZNF770,ENSG00000198146.4_5
chr6,13.423,3.377,FOXC1,ENSG00000054598.9_6
chr8,10.09,3.377,AGO2,ENSG00000123908.12_5
chr6,11.377,3.376,TXNDC5,ENSG00000239264.9_5
chr12,5.017,3.376,SLC38A1,ENSG00000111371.16_5
chr17,11.617,3.376,CLTC,ENSG00000141367.12_5
chr12,8.709,3.376,INTS13,ENSG00000064102.15_4
chr9,3.872,3.374,GNAQ,ENSG00000156052.11_6
chr12,6.208,3.374,SCARB1,ENSG00000073060.16_6
chr17,3.199,3.374,NF1,ENSG00000196712.18_6
chr16,8.027,3.373,GSPT1,ENSG00000103342.13_6
chrX,4.655,3.373,USP9X,ENSG00000124486.13_5
chr8,5.106,3.372,WWP1,ENSG00000123124.14_3
chr7,5.9,3.372,CNOT4,ENSG00000080802.18_4
chr16,3.784,3.372,FOPNL,ENSG00000133393.13_5
chr6,5.474,3.372,AKIRIN2,ENSG00000135334.9_4
chr1,4.875,3.372,DR1,ENSG00000117505.13_3
chr4,9.035,3.372,hsa-mir-4449,MI0016792
chr4,15.086,3.371,ZNF595,ENSG00000272602.6_5
chr3,8.406,3.37,GPX1,ENSG00000233276.5_7
chr8,4.065,3.37,DCAF13,ENSG00000164934.14_5
chr2,6.802,3.368,STARD7,ENSG00000084090.13_6
chr6,8.666,3.367,TCP1,ENSG00000120438.12_5
chr22,10.963,3.367,Z97353.1,ENSG00000231369.1_6
chr14,5.379,3.366,BTBD7,ENSG00000011114.15_7
chr7,5.142,3.366,TRA2A,ENSG00000164548.11_4
chr9,9.096,3.365,PPP6C,ENSG00000119414.11_3
chr10,4.985,3.365,PIP4K2A,ENSG00000150867.14_7
chr8,4.898,3.365,ZFHX4,ENSG00000091656.19_8
chr8,3.272,3.364,TNKS,ENSG00000173273.16_3
chrX,8.163,3.364,RBBP7,ENSG00000102054.17_4
chr12,4.168,3.364,AC048338.2|DIABLO,ENSG00000184047.19_7||ENSG00000284934.1_4
chr3,4.923,3.364,ZBTB11,ENSG00000066422.5_4
chr1,14.872,3.363,RAB4A,ENSG00000168118.12_4
chr14,12.699,3.363,CKB,ENSG00000166165.13_5
chr3,8.137,3.363,SRPRB,ENSG00000144867.12_5
chr1,7.721,3.361,SDF4,ENSG00000078808.17_5
chr6,3.744,3.361,UST,ENSG00000111962.8_3
chrX,3.732,3.361,ATP6AP1,ENSG00000071553.17_5
chr12,5.142,3.361,NCOR2,ENSG00000196498.13_8
chr6,5.142,3.361,HIVEP1,ENSG00000095951.17_4
chr5,11.49,3.36,PDCD6,ENSG00000249915.8_4
chr6,23.179,3.36,TXNDC5,ENSG00000239264.9_5
chr8,19.792,3.36,PABPC1,ENSG00000070756.16_7
chr12,8.975,3.359,CCND2,ENSG00000118971.8_5
chr6,10.784,3.358,H2AC11,ENSG00000196787.3_3
chr15,4.875,3.357,RSL24D1,ENSG00000137876.10_4
chr11,10.475,3.357,STIP1,ENSG00000168439.16_2
chr19,13.667,3.356,URI1,ENSG00000105176.18_6
chr12,9.961,3.356,TMBIM6,ENSG00000139644.13_8
chrX,13.833,3.355,SLC25A5,ENSG00000005022.6_3
chr11,12.158,3.355,QSER1,ENSG00000060749.15_4
chr6,14.412,3.353,SEC63,ENSG00000025796.14_4
chr7,3.742,3.353,PDIA4,ENSG00000155660.11_7
chr19,5.569,3.353,AKT1S1,ENSG00000204673.10_5
chr12,9.756,3.353,TMBIM6,ENSG00000139644.13_8
chr2,5.718,3.353,MOGS,ENSG00000115275.13_7
chr12,3.346,3.353,SBNO1,ENSG00000139697.14_3
chr8,8.793,3.352,AGPAT5,ENSG00000155189.12_5
chr5,9.448,3.352,RPL37,ENSG00000145592.14_6
chr16,16.044,3.35,ATP6V0C|AC093525.2,ENSG00000260272.1_6||ENSG00000185883.12_4
chr12,4.307,3.349,FRS2,ENSG00000166225.8_3
chrX,3.083,3.349,TXLNG,ENSG00000086712.13_4
chr8,71.248,3.349,PABPC1,ENSG00000070756.16_7
chr3,14.291,3.349,TRA2B,ENSG00000136527.18_5
chr7,3.925,3.348,DNAJB6,ENSG00000105993.15_6
chrX,7.473,3.348,DDX3X,ENSG00000215301.10_8
chr17,4.415,3.348,TMEM97,ENSG00000109084.14_4
chr6,13.352,3.347,H2AC11,ENSG00000196787.3_3
chr14,13.217,3.347,PCNX1,ENSG00000100731.16_5
chr15,3.199,3.347,NSMCE3,ENSG00000185115.6_4
chr16,3.199,3.347,FOPNL,ENSG00000133393.13_5
chr16,3.872,3.347,METTL9,ENSG00000197006.14_4
chr2,3.44,3.346,KIDINS220,ENSG00000134313.15_7
chr3,4.664,3.346,SNORD19B,ENSG00000252787.1
chr21,6.697,3.346,BRWD1,ENSG00000185658.13_5
chr22,5.103,3.345,SPECC1L,ENSG00000100014.20_6
chr15,3.346,3.345,ZNF770,ENSG00000198146.4_5
chr12,3.06,3.344,CDK2AP1,ENSG00000111328.7_8
chr5,7.473,3.343,DCP2,ENSG00000172795.16_3
chr15,5.185,3.342,ZNF770,ENSG00000198146.4_5
chr17,18.173,3.342,RPL23A,ENSG00000198242.14_3
chr5,14.554,3.341,HNRNPA0,ENSG00000177733.7_4
chr2,10.428,3.341,SEPTIN2,ENSG00000168385.18_6
chr8,7.887,3.341,RAB2A,ENSG00000104388.15_6
chr21,7.186,3.341,TTC3,ENSG00000182670.13_3
chr7,4.741,3.34,TRRAP,ENSG00000196367.13_4
chr1,10.247,3.34,KRTCAP2,ENSG00000163463.11_4
chr12,7.43,3.339,PPP1CC,ENSG00000186298.12_5
chr10,6.446,3.339,TCF7L2,ENSG00000148737.17_7
chr16,11.928,3.338,USP7,ENSG00000187555.16_7
chr15,5.297,3.337,ZNF106,ENSG00000103994.17_8
chr3,11.746,3.336,ALCAM,ENSG00000170017.12_5
chr1,3.609,3.335,TM2D1,ENSG00000162604.12_8
chr20,8.462,3.335,CSNK2A1,ENSG00000101266.19_7
chr12,4.014,3.334,AC125807.2,ENSG00000250899.3_6
chr10,6.985,3.334,OAT,ENSG00000065154.12_3
chr12,4.498,3.334,TMEM19,ENSG00000139291.14_5
chr19,6.208,3.334,R3HDM4,ENSG00000198858.10_5
chr19,5.824,3.333,ZBTB7A,ENSG00000178951.9_5
chr1,3.925,3.332,SLC16A1,ENSG00000155380.11_8
chr9,3.925,3.332,MEGF9,ENSG00000106780.9_4
chr22,9.476,3.332,CYB5R3,ENSG00000100243.21_5
chr19,39.27,3.332,SNORD35B,ENSG00000200530.1
chr13,5.718,3.332,PROSER1,ENSG00000120685.20_6
chr21,3.925,3.332,BTG3,ENSG00000154640.14_4
chr2,7.675,3.332,GORASP2,ENSG00000115806.13_3
chr10,4.655,3.331,USP6NL,ENSG00000148429.14_3
chr6,5.373,3.331,SSR1,ENSG00000124783.14_6
chr12,6.498,3.331,INTS13,ENSG00000064102.15_4
chr8,7.958,3.331,COX6C,ENSG00000164919.11_6
chr2,3.774,3.331,SLC20A1,ENSG00000144136.11_7
chr11,6.73,3.331,RPL27A,ENSG00000166441.13_4
chr1,4.168,3.33,SUCO,ENSG00000094975.14_4
chr22,3.507,3.33,SAMM50,ENSG00000100347.15_4
chr14,3.682,3.33,PSMB5,ENSG00000100804.19_5
chr9,4.168,3.33,BRD3,ENSG00000169925.17_9
chr15,22.044,3.33,HACD3,ENSG00000074696.13_4
chr4,15.325,3.329,,
chr2,17.81,3.329,CUL3,ENSG00000036257.13_5
chr17,23.94,3.329,EIF5A,ENSG00000132507.18_3
chr7,3.067,3.328,CREB3L2,ENSG00000182158.15_4
chr11,13.844,3.328,CD81,ENSG00000110651.11_5
chr7,400.0,3.328,ZC3HAV1,ENSG00000105939.13_5
chr4,8.462,3.326,SETD7,ENSG00000145391.13_4
chr16,3.744,3.326,GDE1,ENSG00000006007.12_4
chr10,3.083,3.326,SLC35G1,ENSG00000176273.15_4
chr1,3.44,3.326,CHML,ENSG00000203668.2_7
chr8,3.744,3.326,TNKS,ENSG00000173273.16_3
chr9,4.411,3.326,PTPN3,ENSG00000070159.14_4
chr5,4.135,3.326,SKP2,ENSG00000145604.16_4
chr5,8.258,3.326,HMGCR,ENSG00000113161.16_4
chr2,5.195,3.326,BMPR2,ENSG00000204217.15_5
chr7,6.531,3.326,HOXA5,ENSG00000106004.5_5
chr18,3.44,3.326,NPC1,ENSG00000141458.13_5
chr6,6.731,3.326,C6orf62,ENSG00000112308.13_4
chr1,4.135,3.326,ADSS2,ENSG00000035687.10_5
chr3,3.784,3.326,ATP11B,ENSG00000058063.16_5
chr6,9.641,3.326,CD164,ENSG00000135535.17_6
chr13,3.311,3.326,ABCC4,ENSG00000125257.16_7
chr6,9.736,3.325,H2AC12,ENSG00000274997.1_3
chr5,13.919,3.325,NSD1,ENSG00000165671.20_4
chr8,10.247,3.325,PRKDC,ENSG00000253729.8_4
chr11,5.551,3.324,AP001324.1,ENSG00000227615.1_5
chr1,7.077,3.324,CERS2,ENSG00000143418.19_6
chr17,5.27,3.324,FOXK2,ENSG00000141568.21_5
chr7,400.0,3.324,ZC3HAV1,ENSG00000105939.13_5
chr10,3.456,3.323,ARL5B,ENSG00000165997.5_3
chr12,7.458,3.321,SCARB1,ENSG00000073060.16_6
chr1,12.254,3.321,SDE2,ENSG00000143751.10_4
chr3,6.087,3.321,NT5DC2,ENSG00000168268.11_4
chr2,21.632,3.321,CUL3,ENSG00000036257.13_5
chr14,3.346,3.32,BAZ1A,ENSG00000198604.11_6
chr7,5.017,3.319,TRRAP,ENSG00000196367.13_4
chr8,5.142,3.319,PDE7A,ENSG00000205268.10_3
chr12,4.168,3.319,BCL7A,ENSG00000110987.8_2
chr9,4.168,3.319,PBX3,ENSG00000167081.18_5
chr1,5.229,3.319,ANKRD13C,ENSG00000118454.13_4
chr16,5.512,3.319,AP1G1,ENSG00000166747.12_6
chr16,4.168,3.319,SPNS1,ENSG00000169682.18_5
chrX,4.655,3.318,BEX3,ENSG00000166681.14_5
chr6,3.199,3.318,IGF2R,ENSG00000197081.14_7
chr10,8.956,3.318,KIF5B,ENSG00000170759.11_4
chr6,8.163,3.318,BCLAF1,ENSG00000029363.17_8
chr19,13.173,3.318,URI1,ENSG00000105176.18_6
chr8,8.793,3.317,INTS10,ENSG00000104613.12_4
chr5,57.223,3.316,CANX,ENSG00000127022.15_7
chr1,32.35,3.316,RAB4A,ENSG00000168118.12_4
chr19,30.426,3.316,RPS16,ENSG00000105193.9_4
chr17,21.389,3.316,SRSF1,ENSG00000136450.13_6
chr20,13.172,3.315,CSTF1,ENSG00000101138.12_4
chr15,5.106,3.315,ZNF106,ENSG00000103994.17_8
chr3,3.732,3.314,SACM1L,ENSG00000211456.13_5
chr17,28.86,3.313,ACTG1,ENSG00000184009.12_8
chr15,10.84,3.311,NPTN,ENSG00000156642.17_5
chr5,8.215,3.311,FAF2,ENSG00000113194.13_4
chr6,6.805,3.311,SSR1,ENSG00000124783.14_6
chr16,16.82,3.311,USP7,ENSG00000187555.16_7
chr3,5.386,3.311,GSK3B,ENSG00000082701.15_6
chr1,3.861,3.311,CHML,ENSG00000203668.2_7
chr14,3.861,3.311,ARF6,ENSG00000165527.7_4
chrX,9.938,3.31,ATP6AP1,ENSG00000071553.17_5
chr6,3.925,3.31,NFYA,ENSG00000001167.14_3
chr17,9.922,3.31,,
chr1,8.445,3.31,SPEN,ENSG00000065526.12_4
chr21,7.182,3.31,TTC3,ENSG00000182670.13_3
chr5,3.925,3.31,ETF1,ENSG00000120705.13_5
chr20,5.474,3.31,RPL37P1,ENSG00000227401.1_2
chr12,12.836,3.309,PTPN11,ENSG00000179295.17_3
chr15,6.697,3.309,NGRN,ENSG00000182768.8_3
chr1,3.609,3.308,USP1,ENSG00000162607.13_4
chr14,8.478,3.308,BTBD7,ENSG00000011114.15_7
chr3,3.609,3.308,SEC62,ENSG00000008952.17_3
chr16,4.898,3.308,MT2A,ENSG00000125148.7_3
chr16,34.953,3.307,ARL6IP1,ENSG00000170540.15_5
chr22,10.538,3.305,CBX6,ENSG00000183741.12_4
chr12,8.612,3.305,NACA,ENSG00000196531.12_5
chr7,400.0,3.304,ZC3HAV1,ENSG00000105939.13_5
chr14,12.446,3.304,DICER1,ENSG00000100697.14_5
chr6,7.165,3.303,BCLAF1,ENSG00000029363.17_8
chr15,10.065,3.302,RCN2,ENSG00000117906.14_6
chr10,7.675,3.302,WAC,ENSG00000095787.23_7
chr9,7.226,3.302,,
chr5,9.961,3.301,DROSHA,ENSG00000113360.16_5
chr19,4.411,3.301,COLGALT1,ENSG00000130309.11_7
chrX,4.875,3.301,MMGT1,ENSG00000169446.5_3
chr16,12.574,3.301,USP7,ENSG00000187555.16_7
chr1,5.569,3.301,DCAF6,ENSG00000143164.15_3
chr19,26.705,3.301,RPS16,ENSG00000105193.9_4
chr3,5.379,3.301,SLC25A36,ENSG00000114120.14_6
chr19,21.179,3.3,HNRNPUL1,ENSG00000105323.17_5
chr5,35.545,3.3,CANX,ENSG00000127022.15_7
chr5,3.282,3.299,DCP2,ENSG00000172795.16_3
chr13,4.014,3.299,DIS3,ENSG00000083520.15_4
chr2,3.682,3.298,SCLY,ENSG00000132330.18_5
chr5,8.215,3.298,AC010343.1,ENSG00000240376.1_5
chr16,5.386,3.298,PDXDC1,ENSG00000179889.19_7
chr5,3.682,3.298,YIPF5,ENSG00000145817.17_4
chr8,7.426,3.298,CNOT7,ENSG00000198791.12_4
chr4,5.9,3.296,SMARCA5,ENSG00000153147.6_3
chr5,4.498,3.296,SNORD63,ENSG00000206989.1
chr22,3.687,3.296,MAPK1,ENSG00000100030.14_3
chr7,6.625,3.296,KDELR2,ENSG00000136240.10_5
chr20,3.44,3.295,RAB22A,ENSG00000124209.4_3
chr1,4.168,3.295,RO60,ENSG00000116747.12_5
chr2,3.44,3.295,TRIB2,ENSG00000071575.11_2
chr1,4.168,3.295,PIGM,ENSG00000143315.8_5
chr8,21.508,3.294,ZNF703,ENSG00000183779.7_3
chr1,5.867,3.294,DESI2,ENSG00000121644.19_3
chr17,7.186,3.294,CLTC,ENSG00000141367.12_5
chr17,12.338,3.294,NPLOC4,ENSG00000182446.14_5
chr16,3.346,3.294,METTL9,ENSG00000197006.14_4
chr1,3.732,3.294,PTP4A2,ENSG00000184007.21_7
chr3,6.982,3.293,SACM1L,ENSG00000211456.13_5
chr1,19.726,3.293,GAS5|SNORD78,ENSG00000234741.8_8||ENSG00000208317.1
chr7,400.0,3.293,ZC3HAV1,ENSG00000105939.13_5
chr19,8.43,3.292,RPL18,ENSG00000063177.13_6
chr10,19.332,3.291,SCD,ENSG00000099194.6_3
chr7,400.0,3.291,ZC3HAV1,ENSG00000105939.13_5
chr9,4.186,3.29,NDUFB6,ENSG00000165264.6
chr1,5.581,3.29,ICMT,ENSG00000116237.16_4
chr3,7.887,3.29,NT5DC2,ENSG00000168268.11_4
chr22,16.953,3.29,SPECC1L,ENSG00000100014.20_6
